id,ticket_text,category,priority
2797,File Share Access - [TICKET ID] - [NAME]. [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME]. [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    Please add the folder for Italy to the rights that [NAME] already has:    Folder J/  Receivables report / [COMPANY] Italia       Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
1721,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1172,[TICKET ID] - New Support Ticket received  - Can not get company email on my phone. ,Support general,Medium
1041,[TICKET ID] - New Support Ticket received  - Skype,O365,Medium
10471,CONFIGURAÇÃO DA IMPRESSORA - DIGITALIZAR[LOCATION]E-MAIL,Computer-Services,Medium
1704,Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,Medium
3567,Initiated by [COMPANY][LOCATION]- Unsupported Firefox on [SERVER],Software,Medium
664,[TICKET ID] - A Support Ticket was forwarded to your role  - User zu der Gruppe: [SERVER]-[NAME] hizufügen,Support general,Medium
1644,check_mk SD Hostalarm: ([SERVER]) [COMPANY] LS Site2Site[LOCATION]- UP -> DOWN,Support general,High
1565,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
9616,Basis User - [TICKET ID] -Service Request: Basis User     Create Windows account for internal user       Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  174454  Company:    Department:  [ADDRESS]  Street:    ZIP:    City:    Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: [USERNAME]@Marco (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan 31 2019 12:00AM     Additional information:   Neuer Kollege Startet am 01.02.2019,Support general,Medium
11160,Missing connection to all securitytools on system [SERVER],Software,Medium
1324,[TICKET ID] - New Support Ticket received  -  connect to printers - not urgent at all,Computer-Services,High
1485,File Share Access - [TICKET ID] - [NAME]. [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
13984,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: )  Access Type: (RW) Read / Write  File Share:    J:/CHR   J:/CHR-GLOBE   J:/CHR-H   J:/VORLAGEN       Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:  [ADDRESS] [NAME].  Bitte asap - Head of [LOCATION] HR,Fileservice,High
2245,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1761,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1796,Create Shared Mailbox - [ADDRESS] - [EMAIL],Support general,Medium
1607,User admschen löschen,Active Directory,Medium
968,[TICKET ID] - New Support Ticket received  - Inclusão de Usuaria para recebimento de email do nfe.,O365,Medium
796,[TICKET ID] - A Support Ticket was forwarded to you  - Users do not receive Pallavis mails,O365,Medium
10455,COMPUTADOR[LOCATION]DESLIGANDO SOZINHO,Computer-Services,Medium
1371,[TICKET ID] - New Support Ticket received  - activacion blackverry work,Support general,Medium
11414,Initiated by GIT: Missing connection to all securitytools on system [SERVER],Software,Medium
781,[TICKET ID] - A Support Ticket was forwarded to your role  - Software Installation - [TICKET ID] - [NAME] ([COMPANY] [LOCATION]),Software,Medium
1873,Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,Medium
4010,PRECISO INSTALAR DRIVE DE IMPRESSORA,Computer-Services,Medium
1048,[TICKET ID] - New Support Ticket received  - Growout Room spooling printer issue,Computer-Services,Medium
1707,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
1820,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
1075,[TICKET ID] - [SERVER][LOCATION]- Planned Maintenance - 2018-9-25. 09:00[LOCATION]| [SERVER] [COMPANY] SE. Rückmeldungen erforderlich.,Support general,Medium
8240,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
2030,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
6523,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: )  Access Type: (RW) Read / Write  File Share:  [Image]     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
1806,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
7896,change email for user,Support general,Medium
10028,instalação da imprssora,Computer-Services,Medium
1518,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
991,[TICKET ID] - New Support Ticket received  - accidentally wiped my phone ,Support general,Medium
1695,File Share Access - [TICKET ID] - [ADDRESS]. [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
2020,Light User for external - [TICKET ID] - [NAME]. PolService Request: Light User for external  Create Light user for [USERNAME]. Pol     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 47004  Function: Agentur  Company: Welocalize  Department: GMC-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Jun 29 2019 11:00PM     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Dec 13 2018 12:00AM     Additional information:,Support general,Medium
1005,[TICKET ID] - New Support Ticket received  - Cannot login to Fival citrix,Software,Medium
866,[TICKET ID] - New Support Ticket received  - ajuste no base discovery e montagem de uma impressora,Computer-Services,Medium
10666,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
1960,Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,Medium
1976,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1970,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
3332,File Share Access - [TICKET ID] - [USERNAME]. Ole ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME] ([COMPANY]. [LOCATION]) (Username: )  Access Type: (RW) Read / Write  File Share:  J:/Scan     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:  Das Büro von [NAME] wird sich imBürogebäude in der [ADDRESS] befinden (Büro: 1.04). Bitte liefern Sie die Hardware so schnell wie möglich aus.  Vielen Dank!  Für Rückfragen stehe ich gern zur Verfügung.  Beste Grüße [NAME] Tel.: [PHONE],Fileservice,Medium
3809,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
2004,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1381,[TICKET ID] - [SERVER][LOCATION]- Planned Maintenance - 2018-11-17. 08:01[LOCATION]| [SERVER] | [SERVER] [COMPANY] SE. Rückmeldungen erforderlich.,Support general,Medium
1864,File Share Access - [TICKET ID] - [NAME]. [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1753,Azure Logic Apps - License request (Please contact [NAME]),Software,Medium
13756,[SERVER],Software,Medium
1311,[TICKET ID] - New Support Ticket received  - Not able to print to printer,Computer-Services,Medium
1484,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,Medium
93,Basis User - [TICKET ID] - [NAME].[NAME]([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [NAME].[NAME]([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  44288  Company: [COMPANY] S.A.  Department:  KW-[ADDRESS] a [ADDRESS] – [ADDRESS] Rural.  ZIP: [LOCATION][ADDRESS]  City:  [ADDRESS]  Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: 13741 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan 23 2019  3:00AM     Additional information:,Support general,Medium
2146,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
896,[TICKET ID] - New Support Ticket received  - Datos de Blackberry Work borrados,Support general,Medium
7588,Configuração de pontoConfiguração de ponto top data viggia para guardas noturnos,Software,Medium
4352,Need access to the R drive,Fileservice,Medium
1505,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,Medium
14256,sem acesso a gropo j,Fileservice,Medium
10091,Abteilungswechsel Postfachzugang [NAME] Für [NAME] Zugang entfernen.,Support general,Medium
1445,urgent: create AD-account for [NAME],Active Directory,High
2071,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
1689,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
2174,File Share Access - [TICKET ID] - Portes [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
1865,File Share Access - [TICKET ID] - [ADDRESS] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1545,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
648,[TICKET ID] - A Support Ticket was forwarded to your role  - Email Box - [EMAIL] is not working,O365,Medium
792,[TICKET ID] - A Support Ticket was forwarded to you  - Basis User - [USERNAME] - [NAME] ([COMPANY]. [LOCATION]),Active Directory,Medium
2007,Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,Medium
8351,Email não está sincronizando no mobileEmail não está sincronizando no mobile,O365,Medium
7112,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RO) Read only  File Share:    [SERVER]-[SERVER]-ONLY-RO       Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
1904,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
3665,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: )  Access Type: (RW) Read / Write  File Share:  J:/[COMPANY]/HR/Lohnsteuerprüfung     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
1693,File Share Access - [TICKET ID] - [ADDRESS] ([COMPANY]A. [LOCATION]),Fileservice,Medium
246,Unable to email [NAME] [EMAIL],Support general,Medium
4595,File Share Access - [TICKET ID] - [NAME]Service Request: File Share Access     Grant access to file share for the following user:  [NAME] (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  Hello I need Access to the following folder:   J:/[COMPANY]  Best regards. [NAME]     Requestor: [NAME]  Comment:  Hello I need access to the following order:  J:/[COMPANY]  Best regards. [NAME],Fileservice,Medium
1476,Remove File Share Access - [TICKET ID] - Pintos. [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
1409,Decision for Order required: #[TICKET ID] - Install request,Software,Medium
2316,Shared Mailbox Access - [TICKET ID] - [EMAIL],Support general,Medium
9203,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,High
4800,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:      J:/CE-STA/      please create the folder if it does not yet exist and give R/W access for this and all subfolders.        Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
1880,Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,Medium
10406,ActiveDirectory Sites and Services needs to be adjusted for [LOCATION],Software,Medium
2192,Shared Mailbox Access - [TICKET ID] - [EMAIL],Support general,Medium
1154,[TICKET ID] - New Support Ticket received  - Install Dell[LOCATION]Connection,Support general,Medium
10581,[COMPANY] Logo on email signatures is not appropriately sized on return emails,Support general,Medium
855,[TICKET ID] - New Support Ticket received  - Mail en el Celular Samsung J7,Support general,Medium
2036,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1651,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1741,Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,Medium
2045,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
1762,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,Medium
777,[TICKET ID] - A Support Ticket was forwarded to your role  - No Access to [COMPANY] @All WebMag with Chrome,Support general,Medium
8214,Initiated by [COMPANY][LOCATION]- Vulnerable Internet Explorere on [SERVER],Software,Medium
1161,[TICKET ID] - New Support Ticket received  - very frequent crashes  of Google chrome browser,Software,Medium
10270,Initiated by GIT: Missing connection to all securitytools on system [LOCATION]-TMP03,Software,Medium
988,[TICKET ID] - New Support Ticket received  - no skype connection,O365,Medium
8652,files in ... J:/ZRPMEXIM/MB/BS_raw_data ... deleted by mistake ... backup of all file from that directory needed night 3-4.2.2020,Fileservice,Medium
