ticket_text,category,priority
[TICKET ID] - New Support Ticket received  - File Share Access - [TICKET ID] - [NAME]. [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
Light User for external - [TICKET ID] -  [NAME]Service Request: Light User for external  Create Light user for  [USERNAME]                       . [NAME]     Firstname: [NAME]  Lastname:  [NAME]                         Mailaddress: [EMAIL]                           Phone: [PHONE]                                              Cost Center: 32151  Function: Support  Company: ProLeiT [ADDRESS]. 8. [ADDRESS]  Department: SB-[ADDRESS]: [ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: Germany  Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan  8 2019 12:00AM     Additional information:,Support general,Medium
File Share Access - [TICKET ID] - [USERNAME]. Felix (External. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. Felix (External. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    J:/LTR;    J:/Projekte;    AD Gruppe Project_Manager_TP im[LOCATION]Projekt Management Portal TP       Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
[TICKET ID] - A Support Ticket was forwarded to you  - Problemas Outlook,O365,Medium
Light User for external - [TICKET ID] - [USERNAME]. [NAME]Service Request: Light User for external  Create Light user for [USERNAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 47037  Function: Externer Berater  Company: [COMPANY] Consulting GmbH  Department: [ADDRESS]-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Aug 30 2019 11:00PM     Important: Please indicate in EA14 that it is an external user.     Requestor: [USERNAME] ([COMPANY]. [LOCATION])     Desired date: Jan 21 2019 12:00AM     Additional information:,Support general,Medium
[TICKET ID] - New Support Ticket received  - Internet Celular,Support general,Medium
[TICKET ID] - New Support Ticket received  - Habilitar Base Discovery,Software,Medium
Cancelamento Usuário e Acessos [NAME]. Por gentileza efetuar o cancelamento do usuário de [NAME].  Obrigada!,Active Directory,Medium
[TICKET ID] - New Support Ticket received  - Install new printer in [NAME]s office,Computer-Services,Medium
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/[COMPANY]/IT       Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
[TICKET ID] - A Support Ticket was forwarded to you  - RES: Order Provisioned: #[TICKET ID] - Install request for Soares. [NAME],Support general,Medium
Criação de um e-mail para o ESHBoa tarde!        Gostaria de que fosse criado um endereço de e-mail para o envio de informção da área de ESH. o Endereço poderia ser[LOCATION]Comunica ou[LOCATION]Brasil.        Esse e-mail deverá ser administrado da minha máquina e da máquina do [NAME].        Seria possivel?        Obrigada    [NAME],O365,Medium
Acesso de Pasta[NAME]. boa tarde.        Por gentileza. você poderia me conceder acesso a pasta do [NAME] conforme o e-mail de solicitação dele.        Obrigado.,Fileservice,Medium
Basis User - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [NAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  22006  Company:  [COMPANY] SE  Department:  RD-[ADDRESS]  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: 13424 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Oct  5 2018 12:00AM     Additional information:,Active Directory,Medium
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  Lueders.[NAME]([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  Groups (J:) SB-PM     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
Leaving Employee - [TICKET ID] - [NAME] (AMA. [LOCATION])Service Request: Leaving Employee     The user [NAME] (AMA. [LOCATION]) (Username: [USERNAME]) is going to leave [COMPANY] on Aug  9 2018 12:00AM.     The following IT services have to be canceled:  - Delete Windows account (Active Directory)  - Delete E-Mail account (Exchange)  - Return Hardware  - Return mobile device  - Delete[NAME]account  - Disable[LOCATION]access  - Disable Citrix access  - Disable file access  - Withdraw Adobe licenses     Requestor: Kleineheinrich. Constanze (AMA. [LOCATION])  Leaving date: Aug  9 2018 12:00AM  Comment:,Active Directory,Medium
Light User for external - [TICKET ID] - [NAME]. [NAME]Service Request: Light User for external  Create Light user for [NAME]     Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]   Cost Center: 47037  Function: Consultant[LOCATION] Company: [COMPANY] Multimedia Solutions GmbH   Department: GIT-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Jan 28 2020 12:00AM     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Jan 28 2019 12:00AM     Additional information:,Support general,Medium
[TICKET ID] - New Support Ticket received  - reconfiguración de mi teléfono corporativo.,Support general,Medium
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access    Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])    Access Type: (RW) Read / Write    File Share:       Please create access to the following file server:    //[COMPANY].ads.dir/[COMPANY]-ems01/[LOCATION]/Groups/ESBA      Requestor: [NAME] ([COMPANY]. [LOCATION])    Comment:,Fileservice,Medium
[TICKET ID] - New Support Ticket received  - Can not delete a file in Access so I can update inventory,Support general,Medium
[TICKET ID] - A Support Ticket was forwarded to your role  - Citrix credentials missing,Software,Medium
File Share Access - [TICKET ID] - [USERNAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. Ralf ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  j:/[NAME]     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
File Share Access - [TICKET ID] - [USERNAME]. [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. Wilm ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    User should have access to    J:/ZR-VVM   but he may not be able to access the folder!!!   J:/ZR-VVM/Statistics               Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
[TICKET ID] - New Support Ticket received  - Create[LOCATION]entry [COMPANY].ads.dir,Support general,Medium
[TICKET ID] - A Support Ticket was forwarded to your role  - eMail Verschlüsselung,O365,Medium
[TICKET ID] - A Support Ticket was forwarded to you  - Files from Outlook/Shared drive taking 4-5 minutes to open,O365,Medium
[TICKET ID] - New Support Ticket received  - Erro ao entrar no Skype for Business,O365,Medium
[PASSWORD] - New Support Ticket received  - Forgotten iPhone Passcode,Support general,Medium
[TICKET ID] - New Support Ticket received  - Install R Suite,Software,Medium
File Share Access - [TICKET ID] -Service Request: File Share Access     Grant access to file share for the following user:   (Username: )  Access Type: (RW) Read / Write  File Share:  J:/[NAME]  J:/[SERVER]  J:/Mailings  J:/Mailingversand     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
[TICKET ID] - A Support Ticket was forwarded to your role  - [NAME] AD account keeps getting disabled,Active Directory,Medium
VPN - [TICKET ID] - [NAME]. [NAME] ([COMPANY]. [LOCATION])Service Request:[LOCATION]    Grant access to[LOCATION]for the following user:  [USERNAME] [NAME]. [NAME] ([COMPANY]. [LOCATION])  (Username:  [USERNAME])     Token:   - Software Token    Desired date:  Oct  6 2018  5:00AM     Requestor: [NAME] ([COMPANY]. [LOCATION])     Comment:,Support general,Medium
[TICKET ID] - New Support Ticket received  - instalacion impresora parral,Computer-Services,Medium
[TICKET ID] - New Support Ticket received  - reemplazo lamina protectora de telefono,Support general,Medium
[TICKET ID] - A Support Ticket was forwarded to your role  - Initiated by [COMPANY][LOCATION]- Vulnerable[LOCATION]on [LOCATION]-[ADDRESS],Support general,Medium
[TICKET ID] - New Support Ticket received  - [NAME]. [NAME] experiencing no Outlook. no Internet,O365,Medium
[TICKET ID] - New Support Ticket received  - [NAME] MS Account Login failure,Active Directory,Medium
[TICKET ID] - A Support Ticket was forwarded to your role  - Employee Management general/shared team mail box,O365,Medium
[TICKET ID] - A Support Ticket was forwarded to your role  -[LOCATION]login request,Fileservice,Medium
[TICKET ID] - New Support Ticket received  - File Share Access - [TICKET ID] - Schaupp. [NAME] ([COMPANY]. [LOCATION]),Fileservice,Medium
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  Benötige Zugriff auf J:SVT/WST     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
File Share Access - [TICKET ID] - [NAME]. [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME]. [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  L:/CS     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
[TICKET ID] - New Support Ticket received  - [NAME] verify for everything,Software,Medium
[TICKET ID] - New Support Ticket received  - Need to have Extech RHT10 Software Installed,Software,Medium
[TICKET ID] - New Support Ticket received  - Skype não funciona,O365,Medium
[TICKET ID] - New Support Ticket received  - Update names on the Shakopee Copier,Computer-Services,Medium
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: )  Access Type: (RW) Read / Write  File Share:  J:/ZR-VVM     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
[TICKET ID] - A Support Ticket was forwarded to your role  - create[LOCATION]entry [COMPANY].ads.dir       A      [IP_ADDRESS],Support general,Medium
Arquivos PDFBom dia      Estamos com algum problema para vizualizar arquivos em PDF.  Na minha maquina aparece a extensão em pdf. Porém os mesmos arquivos que mando para pessoas aparece extensão .dll e eles não conseguem abrir.      [Image],Software,Medium
[TICKET ID] - New Support Ticket received  - Não estou conseguindo acessar a internet no site do banco itau,Support general,Medium
[TICKET ID] - New Support Ticket received  - instalar o programa para acessar a conta do itau,Software,Medium
[TICKET ID] - New Support Ticket received  - Installation of Datalogger Extech program,Software,Medium
File Share Access - [TICKET ID] - [USERNAME]. [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [USERNAME]. [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/MA-BD     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,Medium
[TICKET ID] - New Support Ticket received  - Skype accessibility,O365,Medium
[TICKET ID] - New Support Ticket received  - Conference Call,O365,Medium
[TICKET ID] - A Support Ticket was forwarded to your role  - neues Postfach mit Alias E-Mailadressen einrichten,O365,Medium
[TICKET ID] - New Support Ticket received  - outlook not working,O365,Medium
Setup [URL] emailHello [NAME].  Please setup the following users the same way that [NAME] was setup for [URL] emails.  Where the emails are delivered to the portal and the user can receive a notification via Flow.  See attached email for reference.  Please let me know if you have any questions.,O365,Low
Basis User - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: Basis User     Create Windows account for internal user  [USERNAME] [NAME] ([COMPANY]. [LOCATION])     Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  174440  Company:  [COMPANY] [ADDRESS] GmbH  Department:  [ADDRESS]  ZIP:  [ADDRESS]  City:  [ADDRESS]  Country:  Germany  Office:       Important: Please set the EA10 to the following value: 13306 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Sep  3 2018 12:00AM     Additional information:,Active Directory,Medium
