ticket_text,category,priority,cleaned_text
Light User - [USERNAME] -Service Request: Light User  Create Light user for      Firstname: [NAME]  Lastname: [NAME]  Cost Center: 47046  Company: [COMPANY] India Private Limited  Department: GIT-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: Germany  Office:      Important: Please set the EA10 to the following value: [EMAIL] (leave blank. when empty)     Desired date: Aug 30 2018 12:00AM     Requestor: [NAME] ([COMPANY]. [LOCATION])     Additional information:,Account,Medium,light user username service request light user create light user firstname lastname cost center company company india private limited department git address zip address city address country germany office important set following value email leave blank desired date aug requestor company location additional information
[TICKET ID] - New Support Ticket received  - Acesso VPN,General Query,Medium,ticket new support ticket received acesso vpn
Forwarding Emails,General Query,Medium,forwarding emails
urgent- cant receive mails from [EMAIL] into mailbox [EMAIL]we have to receive orders from our webshop [URL] in mailbox [EMAIL] from mailaddress [EMAIL]. unfortunately it seems like our system block all mails from [EMAIL].   Can you please approve this mail address urgently today. important because we need to make webshop tests before launching the webpage on Monday.    thanks. and please call me on [PHONE] if you have any questions. please also confirm to me asap this issue is solved.    [NAME],General Query,High,urgent receive mails email mailbox email receive orders webshop url mailbox email mailaddress email unfortunately like block mails email approve mail address urgently today important need make webshop tests launching webpage monday thanks phone questions confirm asap issue solved
[TICKET ID] - New information received on closed ticket  - Criar acesso utilizando o Skype Meeting - Calendar,Technical Issue,Medium,ticket new information received closed ticket criar acesso utilizando skype meeting calendar
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  Please. provide me with assess to Server Link: GROUP (J:) with all relevant Folders and Dates. The same assess as by [NAME] ([COMPANY]. [LOCATION])     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Technical Issue,Medium,file share access ticket company location service request file share access grant access file share following user company location username username access type read write file share provide assess server link group relevant folders dates assess company location requestor company location comment
access to [EMAIL],General Query,Medium,access email
[TICKET ID] - New Support Ticket received  - outlook,Technical Issue,Medium,ticket new support ticket received outlook
[TICKET ID] - New Support Ticket received  - [LOCATION]Eintrag für[LOCATION]Server,General Query,Medium,ticket new support ticket received location eintrag location server
need access to public folder,Technical Issue,Medium,need access public folder
Acesso pastas da rede,Technical Issue,Medium,acesso pastas rede
Please setup various site collections with template communication website (Thema) and map it to IMS-Hub.,Technical Issue,Medium,setup various site collections template communication website thema map ims hub
[TICKET ID] - New Support Ticket received  - Britos LapTop,Technical Issue,Medium,ticket new support ticket received britos laptop
[TICKET ID] - New Support Ticket received  - Skype audio/video,Technical Issue,Medium,ticket new support ticket received skype audio video
Instalação de Impresora,Technical Issue,Medium,instala impresora
File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  J:/LiveDok     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Technical Issue,Medium,file share access ticket company location service request file share access grant access file share following user company location username username access type read write file share livedok requestor company location comment
[TICKET ID] - New Support Ticket received  - configuracion de nuevo equipo,General Query,Medium,ticket new support ticket received configuracion nuevo equipo
Email encryption,General Query,Medium,email encryption
[TICKET ID] - New Support Ticket received  - Caterpillar phone,General Query,Medium,ticket new support ticket received caterpillar phone
[TICKET ID] - A Support Ticket was forwarded to your role  - Possibility to send emails from [EMAIL] on behalf of [EMAIL].,Technical Issue,Medium,ticket support ticket forwarded role possibility send emails email behalf email
Replacement Printer Network Set up,Technical Issue,Medium,replacement printer network set
[TICKET ID] - New Support Ticket received  - problema con activacion de office,Technical Issue,Medium,ticket new support ticket received problema activacion office
[TICKET ID] - New Support Ticket received  - Relatorio desconfigurado de credito devolução ao transferir para o excel,Technical Issue,Medium,ticket new support ticket received relatorio desconfigurado credito devolu transferir para excel
[TICKET ID] - New Support Ticket received  - Não está sendo possível entrar no Skype,Technical Issue,Medium,ticket new support ticket received est sendo poss vel entrar skype
[TICKET ID] - New Support Ticket received  - usuario bloqueado,Account,Medium,ticket new support ticket received usuario bloqueado
[TICKET ID] - New Support Ticket received  - need to install printer drivers on my laptop using Covo printers,Technical Issue,Medium,ticket new support ticket received need install printer drivers laptop using covo printers
Acesso as Pastas da Rede,Technical Issue,Medium,acesso pastas rede
Instalção de [COMPANY]ulo de segurança,Technical Issue,Medium,instal company ulo seguran
[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] - [NAME] ([COMPANY]. [LOCATION])  ,General Query,Medium,ticket new support ticket received basis user username company location
Configure DFS-RHello.  We will migrate the file server [SERVER] to [SERVER] tomorrow. Can you configure the DFS-R for this new server. please.  Kind Regards,Technical Issue,Medium,configure dfs rhello migrate file server server server tomorrow configure dfs new server kind regards
[TICKET ID] - New Support Ticket received  - Rede External,General Query,Medium,ticket new support ticket received rede external
[PASSWORD] - A Support Ticket was forwarded to your role  -[LOCATION]Passwort Reset,General Query,Medium,password support ticket forwarded role location passwort reset
E-mail Desconectado,General Query,Medium,mail desconectado
[TICKET ID] - New Support Ticket received  -[LOCATION]Change,General Query,Medium,ticket new support ticket received location change
[TICKET ID] - New Support Ticket received  - Skype Instável - Multiplos usuários,Technical Issue,Medium,ticket new support ticket received skype inst vel multiplos usu rios
[TICKET ID] - New Support Ticket received  - File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])  ,Technical Issue,Medium,ticket new support ticket received file share access ticket company location
Questback[LOCATION](Sender Policy Framework),Technical Issue,Medium,questback location sender policy framework
Internet por cable lento. No conecta a internet explorer ni chrome,General Query,Medium,internet por cable lento conecta internet explorer chrome
Basis User - [TICKET ID] -Service Request: Basis User     Create Windows account for internal user       Firstname:  [NAME]  Lastname:  [USERNAME]  Cost Center:  174447  Company:    Department:  [LOCATION]  Street:    ZIP:    City:    Country:  [ADDRESS]  Office:       Important: Please set the EA10 to the following value: 13720 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  (RW) H:/%username%  (RO) J:/Auftrag  (RW) J:/Info  (RW) J:/Transfer  (RO) J:/Vorlagen  Access to [COMPANY] intranet  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan 31 2019 12:00AM     Additional information:   Starter 01.02.2019,General Query,Medium,basis user ticket service request basis user create windows account internal user firstname lastname username cost center company department location street zip city country address office important set following value leave blank create exchange skype account user needs following access permissions username auftrag info transfer vorlagen access company intranet access software server requestor company location desired date jan additional information starter
